marker	LG	gPos	gOrder	chr	pPos	pOrder
6B_648892	6B	5.227141532	5259	6B	648892	5305
6A_413906	6B	5.227141532	5260	6A	413906	4886
6B_2047024	6B	5.227141532	5261	6B	2047024	5326
3B_4665604	6B	5.227141532	5262	3B	4665604	2262
6B_594054	6B	5.227141532	5263	6B	594054	5303
6B_2048950	6B	5.227141532	5264	6B	2048950	5327
6B_612167	6B	5.227141532	5265	6B	612167	5304
6B_1040616	6B	8.479595625	5266	6B	1040616	5310
6A_1454474	6B	10.61138279	5267	6A	1454474	4894
6B_1601904	6B	10.61138279	5268	6B	1601904	5318
6B_764083	6B	10.61138279	5269	6B	764083	5306
6B_1621029	6B	10.61138279	5270	6B	1621029	5319
6B_2319324	6B	10.61138279	5271	6B	2319324	5329
7A_148752428	6B	10.61138279	5272	7A	148752428	6108
6A_2326920	6B	12.48945956	5273	6A	2326920	4901
6B_1684528	6B	12.48945956	5274	6B	1684528	5322
6B_1679844	6B	12.48945956	5275	6B	1679844	5321
6B_1285807	6B	14.27427384	5276	6B	1285807	5313
6B_1895968	6B	14.27427384	5277	6B	1895968	5324
6B_1104092	6B	14.27427384	5278	6B	1104092	5311
6B_1359835	6B	16.46886033	5279	6B	1359835	5314
6B_1733736	6B	16.46886033	5280	6B	1733736	5323
2A_79557421	6B	16.46886033	5281	2A	79557421	876
6A_170877276	6B	16.46886033	5282	6A	170877276	5156
6B_288871	6B	16.46886033	5283	6B	288871	5300
6B_1004437	6B	16.46886033	5284	6B	1004437	5309
6B_1285712	6B	16.46886033	5285	6B	1285712	5312
6B_1462527	6B	16.46886033	5286	6B	1462527	5316
6B_1663783	6B	16.46886033	5287	6B	1663783	5320
6B_2143539	6B	16.46886033	5288	6B	2143539	5328
6A_1902604	6B	19.16084562	5289	6A	1902604	4899
6A_3046463	6B	19.16084562	5290	6A	3046463	4904
6B_2021596	6B	19.16084562	5291	6B	2021596	5325
6B_1462409	6B	19.16084562	5292	6B	1462409	5315
6B_1476276	6B	21.91105018	5293	6B	1476276	5317
6B_2446883	6B	21.91105018	5294	6B	2446883	5330
6B_984002	6B	25.04378845	5295	6B	984002	5308
6B_3163681	6B	27.1974648	5296	6B	3163681	5334
3B_394281636	6B	27.1974648	5297	3B	394281636	2560
6B_2614849	6B	29.68183847	5298	6B	2614849	5331
6B_2966109	6B	32.32535139	5299	6B	2966109	5333
6B_3188885	6B	32.32535139	5300	6B	3188885	5335
4B_50239590	6B	35.56677995	5301	4B	50239590	3560
6B_3338352	6B	35.56677995	5302	6B	3338352	5336
6B_3553954	6B	35.56677995	5303	6B	3553954	5337
6B_4252905	6B	39.67408028	5304	6B	4252905	5341
6B_4044911	6B	44.45870377	5305	6B	4044911	5339
6A_3942496	6B	49.22123689	5306	6A	3942496	4910
6B_4164167	6B	49.22123689	5307	6B	4164167	5340
6B_3817934	6B	49.22123689	5308	6B	3817934	5338
6B_4259004	6B	49.22123689	5309	6B	4259004	5342
6A_4026322	6B	53.82280745	5310	6A	4026322	4913
6B_4902008	6B	58.70265225	5311	6B	4902008	5345
6A_4812571	6B	63.34332922	5312	6A	4812571	4920
6A_4814489	6B	63.34332922	5313	6A	4814489	4921
6B_4975062	6B	68.37548638	5314	6B	4975062	5348
6B_5075635	6B	68.37548638	5315	6B	5075635	5350
6B_5125122	6B	68.37548638	5316	6B	5125122	5351
6B_5753493	6B	68.37548638	5317	6B	5753493	5359
6A_5615138	6B	68.37548638	5318	6A	5615138	4926
6B_4859642	6B	68.37548638	5319	6B	4859642	5344
6B_4995327	6B	68.37548638	5320	6B	4995327	5349
6B_5534021	6B	68.37548638	5321	6B	5534021	5357
6B_5404374	6B	72.54673576	5322	6B	5404374	5354
6B_4755909	6B	74.23104466	5323	6B	4755909	5343
6B_5942106	6B	75.22368291	5324	6B	5942106	5361
6A_5366900	6B	77.19993684	5325	6A	5366900	4925
6B_5259115	6B	79.78017105	5326	6B	5259115	5352
6B_5484834	6B	79.78017105	5327	6B	5484834	5355
6B_5940052	6B	79.78017105	5328	6B	5940052	5360
6B_6219564	6B	82.18560759	5329	6B	6219564	5364
3B_369509528	6B	82.18560759	5330	3B	369509528	2548
6B_6313673	6B	82.18560759	5331	6B	6313673	5365
6B_6320468	6B	82.18560759	5332	6B	6320468	5366
6B_6671989	6B	82.18560759	5333	6B	6671989	5368
3B_609928426	6B	82.18560759	5334	3B	609928426	2716
6A_6693010	6B	86.96780285	5335	6A	6693010	4939
6B_6448115	6B	86.96780285	5336	6B	6448115	5367
6B_8092767	6B	91.47934032	5337	6B	8092767	5375
6B_8163671	6B	93.38065293	5338	6B	8163671	5377
6B_7924972	6B	96.26749107	5339	6B	7924972	5372
6B_7898104	6B	100.5746691	5340	6B	7898104	5371
6B_8163782	6B	100.5746691	5341	6B	8163782	5378
6B_8316644	6B	100.5746691	5342	6B	8316644	5379
7B_71842277	6B	100.5746691	5343	7B	71842277	6375
6B_7780106	6B	100.5746691	5344	6B	7780106	5370
6B_7958812	6B	100.5746691	5345	6B	7958812	5373
6B_8485358	6B	100.5746691	5346	6B	8485358	5380
6B_8559933	6B	100.5746691	5347	6B	8559933	5382
6B_7973586	6B	100.5746691	5348	6B	7973586	5374
6B_8529289	6B	100.5746691	5349	6B	8529289	5381
6B_9250039	6B	105.5874173	5350	6B	9250039	5394
5A_32937267	6B	105.5874173	5351	5A	32937267	3880
6B_10272960	6B	105.5874173	5352	6B	10272960	5400
6B_8098306	6B	105.5874173	5353	6B	8098306	5376
6B_9181929	6B	105.5874173	5354	6B	9181929	5389
6B_10189691	6B	105.5874173	5355	6B	10189691	5399
6B_8661500	6B	105.5874173	5356	6B	8661500	5383
6B_11853875	6B	105.5874173	5357	6B	11853875	5412
6B_9711323	6B	105.5874173	5358	6B	9711323	5397
6B_15039967	6B	105.5874173	5359	6B	15039967	5426
1B_232621069	6B	105.5874173	5360	1B	232621069	544
6B_13681480	6B	105.5874173	5361	6B	13681480	5423
6A_8375294	6B	105.5874173	5362	6A	8375294	4968
6B_8810153	6B	105.5874173	5363	6B	8810153	5384
6B_9238070	6B	105.5874173	5364	6B	9238070	5393
6B_10058751	6B	105.5874173	5365	6B	10058751	5398
6B_9204665	6B	105.5874173	5366	6B	9204665	5391
6B_18223523	6B	105.5874173	5367	6B	18223523	5430
6B_8844890	6B	105.5874173	5368	6B	8844890	5385
6B_9710694	6B	105.5874173	5369	6B	9710694	5396
6B_9204555	6B	105.5874173	5370	6B	9204555	5390
7B_200236298	6B	105.5874173	5371	7B	200236298	6443
6B_8857580	6B	109.4462815	5372	6B	8857580	5386
6A_13903008	6B	111.4875867	5373	6A	13903008	5002
6B_12520058	6B	113.9910873	5374	6B	12520058	5415
6B_10909575	6B	113.9910873	5375	6B	10909575	5408
6B_11748630	6B	113.9910873	5376	6B	11748630	5411
6B_12686168	6B	113.9910873	5377	6B	12686168	5417
6B_10712744	6B	113.9910873	5378	6B	10712744	5403
6B_14274248	6B	113.9910873	5379	6B	14274248	5424
6B_12864741	6B	113.9910873	5380	6B	12864741	5419
6B_12767828	6B	113.9910873	5381	6B	12767828	5418
6B_10803119	6B	117.4050038	5382	6B	10803119	5405
6B_12096469	6B	117.4050038	5383	6B	12096469	5413
6B_19899597	6B	117.4050038	5384	6B	19899597	5434
6B_23600604	6B	117.4050038	5385	6B	23600604	5446
6B_10697880	6B	117.4050038	5386	6B	10697880	5401
6B_10706869	6B	117.4050038	5387	6B	10706869	5402
6B_10849981	6B	117.4050038	5388	6B	10849981	5407
6B_12631818	6B	117.4050038	5389	6B	12631818	5416
2B_202528718	6B	117.4050038	5390	2B	202528718	1580
6A_13079726	6B	117.4050038	5391	6A	13079726	4996
6B_13623239	6B	117.4050038	5392	6B	13623239	5421
2B_14255330	6B	117.4050038	5393	2B	14255330	1347
6B_10725361	6B	117.4050038	5394	6B	10725361	5404
6B_11508213	6B	117.4050038	5395	6B	11508213	5409
6B_12414043	6B	117.4050038	5396	6B	12414043	5414
6B_11513517	6B	117.4050038	5397	6B	11513517	5410
6B_13681394	6B	117.4050038	5398	6B	13681394	5422
6B_9231442	6B	117.4050038	5399	6B	9231442	5392
6B_14727490	6B	117.4050038	5400	6B	14727490	5425
6B_21260516	6B	122.6935118	5401	6B	21260516	5441
2B_271902331	6B	126.2085094	5402	2B	271902331	1646
6B_23048456	6B	126.2085094	5403	6B	23048456	5445
4B_104218790	6B	126.2085094	5404	4B	104218790	3584
6B_19414369	6B	126.2085094	5405	6B	19414369	5433
6B_35935018	6B	126.2085094	5406	6B	35935018	5476
6B_25335425	6B	126.2085094	5407	6B	25335425	5450
6B_23044654	6B	126.2085094	5408	6B	23044654	5444
6B_20892792	6B	129.8410928	5409	6B	20892792	5438
6B_30857764	6B	129.8410928	5410	6B	30857764	5461
6B_18638226	6B	129.8410928	5411	6B	18638226	5432
6B_21676288	6B	129.8410928	5412	6B	21676288	5442
3B_26456739	6B	129.8410928	5413	3B	26456739	2323
6B_25966402	6B	129.8410928	5414	6B	25966402	5453
6B_28551785	6B	129.8410928	5415	6B	28551785	5456
6B_25205065	6B	129.8410928	5416	6B	25205065	5447
6A_57526948	6B	129.8410928	5417	6A	57526948	5084
6B_29758587	6B	129.8410928	5418	6B	29758587	5459
6B_30979846	6B	129.8410928	5419	6B	30979846	5462
6B_17192351	6B	129.8410928	5420	6B	17192351	5429
6B_35288522	6B	129.8410928	5421	6B	35288522	5473
6B_20638958	6B	129.8410928	5422	6B	20638958	5436
7B_216631186	6B	129.8410928	5423	7B	216631186	6474
6B_20103246	6B	129.8410928	5424	6B	20103246	5435
6A_20304121	6B	129.8410928	5425	6A	20304121	5025
6B_35708113	6B	129.8410928	5426	6B	35708113	5475
6B_25331230	6B	129.8410928	5427	6B	25331230	5449
6B_33887163	6B	129.8410928	5428	6B	33887163	5470
6B_30034994	6B	132.8934744	5429	6B	30034994	5460
6B_21153780	6B	132.8934744	5430	6B	21153780	5440
6B_21152114	6B	132.8934744	5431	6B	21152114	5439
6B_35394844	6B	135.2451642	5432	6B	35394844	5474
6B_20684769	6B	135.2451642	5433	6B	20684769	5437
6B_32745821	6B	135.2451642	5434	6B	32745821	5467
6B_31182169	6B	135.2451642	5435	6B	31182169	5463
6B_34236150	6B	135.2451642	5436	6B	34236150	5472
6B_34157849	6B	136.9932254	5437	6B	34157849	5471
6A_25938223	6B	136.9932254	5438	6A	25938223	5052
6B_25807145	6B	136.9932254	5439	6B	25807145	5452
6B_36450023	6B	139.6057263	5440	6B	36450023	5478
6B_31584791	6B	139.6057263	5441	6B	31584791	5465
6B_28807879	6B	139.6057263	5442	6B	28807879	5458
6B_26573791	6B	139.6057263	5443	6B	26573791	5454
6B_31183416	6B	139.6057263	5444	6B	31183416	5464
6B_33839811	6B	139.6057263	5445	6B	33839811	5469
6B_28622146	6B	143.5523103	5446	6B	28622146	5457
6B_27885817	6B	143.5523103	5447	6B	27885817	5455
6A_24599309	6B	143.5523103	5448	6A	24599309	5038
6B_36356807	6B	143.5523103	5449	6B	36356807	5477
6B_15651274	6B	143.5523103	5450	6B	15651274	5428
6B_37810207	6B	146.951069	5451	6B	37810207	5479
6B_33446846	6B	146.951069	5452	6B	33446846	5468
6B_38195032	6B	146.951069	5453	6B	38195032	5480
6B_136914163	6B	151.6709744	5454	6B	136914163	5553
6A_27052217	6B	151.6709744	5455	6A	27052217	5054
6B_131228222	6B	156.1912708	5456	6B	131228222	5543
6A_33022475	6B	156.1912708	5457	6A	33022475	5066
6B_123275719	6B	161.0382495	5458	6B	123275719	5536
6A_36065029	6B	161.0382495	5459	6A	36065029	5076
6B_126502613	6B	161.0382495	5460	6B	126502613	5540
6B_135458419	6B	167.3667166	5461	6B	135458419	5550
6B_126770611	6B	170.3150239	5462	6B	126770611	5542
6B_133122088	6B	170.3150239	5463	6B	133122088	5546
6B_123161636	6B	170.3150239	5464	6B	123161636	5535
6B_123076051	6B	170.3150239	5465	6B	123076051	5533
6B_126770521	6B	170.3150239	5466	6B	126770521	5541
6B_121072102	6B	173.587471	5467	6B	121072102	5529
6B_122405778	6B	173.587471	5468	6B	122405778	5532
6B_132674455	6B	173.587471	5469	6B	132674455	5545
6B_126096829	6B	173.587471	5470	6B	126096829	5539
6B_133615525	6B	173.587471	5471	6B	133615525	5548
6B_133615160	6B	173.587471	5472	6B	133615160	5547
6B_79403011	6B	176.3102226	5473	6B	79403011	5504
1B_280213586	6B	178.2390647	5474	1B	280213586	604
6B_135815535	6B	180.8385095	5475	6B	135815535	5551
6B_135854721	6B	180.8385095	5476	6B	135854721	5552
6B_134623728	6B	180.8385095	5477	6B	134623728	5549
6B_82496272	6B	183.8110734	5478	6B	82496272	5508
6B_55481467	6B	183.8110734	5479	6B	55481467	5492
6B_46554082	6B	183.8110734	5480	6B	46554082	5485
6B_76391428	6B	183.8110734	5481	6B	76391428	5500
6B_55723520	6B	183.8110734	5482	6B	55723520	5493
6B_41816231	6B	183.8110734	5483	6B	41816231	5482
6B_89780049	6B	183.8110734	5484	6B	89780049	5512
6B_109029517	6B	183.8110734	5485	6B	109029517	5526
6B_122081098	6B	183.8110734	5486	6B	122081098	5531
6B_41005779	6B	183.8110734	5487	6B	41005779	5481
6B_89182845	6B	183.8110734	5488	6B	89182845	5511
6B_93111219	6B	183.8110734	5489	6B	93111219	5515
6A_124464032	6B	183.8110734	5490	6A	124464032	5114
6B_83041188	6B	183.8110734	5491	6B	83041188	5509
6B_75477235	6B	183.8110734	5492	6B	75477235	5499
6B_78952912	6B	183.8110734	5493	6B	78952912	5503
6B_82376985	6B	183.8110734	5494	6B	82376985	5507
6B_100967057	6B	183.8110734	5495	6B	100967057	5518
6B_44238204	6B	183.8110734	5496	6B	44238204	5483
6B_61502384	6B	183.8110734	5497	6B	61502384	5496
6B_74803714	6B	183.8110734	5498	6B	74803714	5498
6B_106656629	6B	183.8110734	5499	6B	106656629	5523
6B_107495124	6B	183.8110734	5500	6B	107495124	5525
6B_83481871	6B	183.8110734	5501	6B	83481871	5510
6B_78689745	6B	183.8110734	5502	6B	78689745	5502
6B_52949767	6B	183.8110734	5503	6B	52949767	5487
6B_132348745	6B	183.8110734	5504	6B	132348745	5544
6B_97253463	6B	183.8110734	5505	6B	97253463	5517
6B_80543294	6B	183.8110734	5506	6B	80543294	5506
6B_107494914	6B	183.8110734	5507	6B	107494914	5524
6B_44777201	6B	183.8110734	5508	6B	44777201	5484
6B_104585217	6B	186.5281007	5509	6B	104585217	5519
6B_47481791	6B	186.5281007	5510	6B	47481791	5486
6B_79738267	6B	186.5281007	5511	6B	79738267	5505
6B_53023762	6B	186.5281007	5512	6B	53023762	5488
1B_162452732	6B	186.5281007	5513	1B	162452732	533
6A_137518591	6B	186.5281007	5514	6A	137518591	5117
6B_105095206	6B	186.5281007	5515	6B	105095206	5521
6B_54579120	6B	188.3746495	5516	6B	54579120	5491
6A_177568102	6B	190.5613584	5517	6A	177568102	5162
6B_149835216	6B	190.5613584	5518	6B	149835216	5565
6B_141537400	6B	190.5613584	5519	6B	141537400	5559
6B_155508613	6B	190.5613584	5520	6B	155508613	5570
6A_166530342	6B	190.5613584	5521	6A	166530342	5144
6B_54426834	6B	190.5613584	5522	6B	54426834	5490
6A_167954000	6B	190.5613584	5523	6A	167954000	5148
6B_140805048	6B	190.5613584	5524	6B	140805048	5556
6B_121538526	6B	190.5613584	5525	6B	121538526	5530
6B_148787567	6B	190.5613584	5526	6B	148787567	5564
6B_153752103	6B	190.5613584	5527	6B	153752103	5568
6A_170855277	6B	190.5613584	5528	6A	170855277	5155
6B_53032037	6B	190.5613584	5529	6B	53032037	5489
6B_76393144	6B	190.5613584	5530	6B	76393144	5501
6B_182771810	6B	192.4375924	5531	6B	182771810	5614
6A_158447532	6B	194.4559469	5532	6A	158447532	5133
6B_141280010	6B	194.4559469	5533	6B	141280010	5558
6A_168609773	6B	194.4559469	5534	6A	168609773	5150
6B_141271654	6B	194.4559469	5535	6B	141271654	5557
6B_146746855	6B	194.4559469	5536	6B	146746855	5562
6A_158448123	6B	194.4559469	5537	6A	158448123	5134
6A_171340685	6B	194.4559469	5538	6A	171340685	5158
6B_74486239	6B	194.4559469	5539	6B	74486239	5497
6B_172143962	6B	196.6602766	5540	6B	172143962	5588
6B_166467832	6B	198.3733063	5541	6B	166467832	5584
2B_229734	6B	200.0737579	5542	2B	229734	1273
6B_164486331	6B	200.0737579	5543	6B	164486331	5579
6B_150858604	6B	202.1127979	5544	6B	150858604	5566
6B_157558809	6B	205.0227773	5545	6B	157558809	5573
6B_154525394	6B	205.0227773	5546	6B	154525394	5569
6B_156499081	6B	205.0227773	5547	6B	156499081	5571
6B_165485763	6B	208.6539138	5548	6B	165485763	5582
6B_161815597	6B	208.6539138	5549	6B	161815597	5577
6B_140117895	6B	208.6539138	5550	6B	140117895	5555
6B_138200710	6B	208.6539138	5551	6B	138200710	5554
6B_152205877	6B	208.6539138	5552	6B	152205877	5567
6B_157401499	6B	208.6539138	5553	6B	157401499	5572
6B_158979396	6B	212.6081892	5554	6B	158979396	5574
6B_170475598	6B	212.6081892	5555	6B	170475598	5587
6B_165553550	6B	212.6081892	5556	6B	165553550	5583
6B_168179359	6B	216.1682183	5557	6B	168179359	5586
6B_164939767	6B	216.1682183	5558	6B	164939767	5581
6B_163780906	6B	216.1682183	5559	6B	163780906	5578
6B_161746773	6B	216.1682183	5560	6B	161746773	5576
6B_148648492	6B	216.1682183	5561	6B	148648492	5563
6B_177820113	6B	221.6865878	5562	6B	177820113	5594
6B_174995937	6B	221.6865878	5563	6B	174995937	5590
6B_176492102	6B	221.6865878	5564	6B	176492102	5593
6B_179770679	6B	225.7385607	5565	6B	179770679	5598
6B_164817981	6B	225.7385607	5566	6B	164817981	5580
6B_175574552	6B	225.7385607	5567	6B	175574552	5592
7B_219033869	6B	225.7385607	5568	7B	219033869	6477
6B_180574377	6B	225.7385607	5569	6B	180574377	5603
6B_178650516	6B	225.7385607	5570	6B	178650516	5596
6B_180002053	6B	230.3012078	5571	6B	180002053	5601
4B_3104175	6B	230.3012078	5572	4B	3104175	3491
6B_179651619	6B	230.3012078	5573	6B	179651619	5597
6A_193480132	6B	232.8943304	5574	6A	193480132	5198
6B_179886450	6B	232.8943304	5575	6B	179886450	5600
6B_180442964	6B	232.8943304	5576	6B	180442964	5602
6B_184201517	6B	234.4075823	5577	6B	184201517	5624
6B_183415743	6B	234.4075823	5578	6B	183415743	5618
6B_183253218	6B	236.4605563	5579	6B	183253218	5615
6B_183266050	6B	236.4605563	5580	6B	183266050	5616
6B_184066591	6B	238.7108834	5581	6B	184066591	5622
6B_184005853	6B	238.7108834	5582	6B	184005853	5621
6B_181560272	6B	241.037231	5583	6B	181560272	5608
6B_183514827	6B	241.037231	5584	6B	183514827	5619
6B_181473301	6B	241.037231	5585	6B	181473301	5607
6B_182692558	6B	241.037231	5586	6B	182692558	5613
6B_183278712	6B	241.037231	5587	6B	183278712	5617
6B_183646432	6B	241.037231	5588	6B	183646432	5620
6B_186260058	6B	241.037231	5589	6B	186260058	5628
6B_181360117	6B	241.037231	5590	6B	181360117	5606
6B_182031605	6B	241.037231	5591	6B	182031605	5612
6B_184821975	6B	241.037231	5592	6B	184821975	5625
6B_184074586	6B	243.1684463	5593	6B	184074586	5623
6A_197152196	6B	245.6119962	5594	6A	197152196	5208
6B_186141600	6B	245.6119962	5595	6B	186141600	5627
6B_180664116	6B	245.6119962	5596	6B	180664116	5604
3B_95942783	6B	245.6119962	5597	3B	95942783	2433
6B_181563027	6B	245.6119962	5598	6B	181563027	5609
6B_187560945	6B	249.4057233	5599	6B	187560945	5632
6B_188462610	6B	249.4057233	5600	6B	188462610	5636
6B_186860156	6B	249.4057233	5601	6B	186860156	5630
6B_186858625	6B	249.4057233	5602	6B	186858625	5629
6B_191866076	6B	251.3659794	5603	6B	191866076	5650
6B_187841659	6B	251.3659794	5604	6B	187841659	5633
6B_191715229	6B	251.3659794	5605	6B	191715229	5648
6B_186924099	6B	251.3659794	5606	6B	186924099	5631
6B_188004799	6B	253.5906736	5607	6B	188004799	5635
6B_188647118	6B	255.9581096	5608	6B	188647118	5637
6B_190941344	6B	255.9581096	5609	6B	190941344	5644
6B_191346903	6B	255.9581096	5610	6B	191346903	5646
6B_189227782	6B	255.9581096	5611	6B	189227782	5639
6B_188935837	6B	255.9581096	5612	6B	188935837	5638
7B_177348872	6B	255.9581096	5613	7B	177348872	6414
6B_185668132	6B	255.9581096	5614	6B	185668132	5626
6B_191850150	6B	255.9581096	5615	6B	191850150	5649
6B_190257639	6B	259.3170471	5616	6B	190257639	5642
6B_191408655	6B	259.3170471	5617	6B	191408655	5647
6B_191083825	6B	262.1483628	5618	6B	191083825	5645
4B_239259246	6B	264.823854	5619	4B	239259246	3673
6B_193431654	6B	267.6638969	5620	6B	193431654	5654
6B_190448879	6B	267.6638969	5621	6B	190448879	5643
6B_194399777	6B	267.6638969	5622	6B	194399777	5660
6B_190218851	6B	267.6638969	5623	6B	190218851	5641
6B_193825990	6B	270.9208897	5624	6B	193825990	5658
6B_193802455	6B	270.9208897	5625	6B	193802455	5657
6B_195593116	6B	270.9208897	5626	6B	195593116	5662
6B_192783645	6B	270.9208897	5627	6B	192783645	5652
6B_193536765	6B	270.9208897	5628	6B	193536765	5656
6B_193497555	6B	270.9208897	5629	6B	193497555	5655
6B_192225887	6B	270.9208897	5630	6B	192225887	5651
6B_195089906	6B	270.9208897	5631	6B	195089906	5661
6B_193972355	6B	270.9208897	5632	6B	193972355	5659
6B_196095388	6B	270.9208897	5633	6B	196095388	5665
6B_195816008	6B	270.9208897	5634	6B	195816008	5663
6B_195927407	6B	273.3855251	5635	6B	195927407	5664
6B_193145988	6B	273.3855251	5636	6B	193145988	5653
6B_196837386	6B	276.2210038	5637	6B	196837386	5668
6A_201544840	6B	278.8947014	5638	6A	201544840	5236
6B_196608749	6B	278.8947014	5639	6B	196608749	5667
6B_197482352	6B	281.8445576	5640	6B	197482352	5674
6A_201266407	6B	281.8445576	5641	6A	201266407	5235
6B_197481926	6B	281.8445576	5642	6B	197481926	5673
6B_196243687	6B	281.8445576	5643	6B	196243687	5666
6B_197045036	6B	281.8445576	5644	6B	197045036	5671
6B_197175287	6B	284.7045181	5645	6B	197175287	5672
6B_197749859	6B	286.4944161	5646	6B	197749859	5675
6B_196849063	6B	289.0783995	5647	6B	196849063	5670
6B_196848956	6B	292.1984226	5648	6B	196848956	5669
6B_199956674	6B	292.1984226	5649	6B	199956674	5689
6B_199322884	6B	292.1984226	5650	6B	199322884	5682
6B_198953091	6B	294.9455393	5651	6B	198953091	5678
6A_203257812	6B	294.9455393	5652	6A	203257812	5244
6B_199889045	6B	294.9455393	5653	6B	199889045	5688
6B_199412139	6B	297.9718793	5654	6B	199412139	5683
6B_199532081	6B	297.9718793	5655	6B	199532081	5684
6B_199534722	6B	297.9718793	5656	6B	199534722	5685
6B_198706734	6B	301.2829995	5657	6B	198706734	5676
6B_200218784	6B	301.2829995	5658	6B	200218784	5690
6B_198968746	6B	301.2829995	5659	6B	198968746	5679
6B_199776344	6B	305.4715679	5660	6B	199776344	5687
6B_199076148	6B	305.4715679	5661	6B	199076148	5680
6B_200306416	6B	305.4715679	5662	6B	200306416	5693
6A_205872089	6B	305.4715679	5663	6A	205872089	5265
6B_199724263	6B	305.4715679	5664	6B	199724263	5686
6B_200285990	6B	305.4715679	5665	6B	200285990	5692
6A_203255001	6B	305.4715679	5666	6A	203255001	5243
6B_200285910	6B	305.4715679	5667	6B	200285910	5691
6B_199093000	6B	310.1845948	5668	6B	199093000	5681
6B_200885231	6B	315.5853224	5669	6B	200885231	5702
6B_200770383	6B	320.3869355	5670	6B	200770383	5700
6B_200439821	6B	323.6494148	5671	6B	200439821	5695
6B_201245373	6B	323.6494148	5672	6B	201245373	5709
6B_201970936	6B	323.6494148	5673	6B	201970936	5714
6B_201971185	6B	323.6494148	5674	6B	201971185	5715
6B_202031513	6B	323.6494148	5675	6B	202031513	5716
6A_207844822	6B	325.7485495	5676	6A	207844822	5297
6A_204807111	6B	327.3752119	5677	6A	204807111	5255
6A_206864488	6B	328.9816241	5678	6A	206864488	5280
6A_206403181	6B	331.0511814	5679	6A	206403181	5274
6B_202315903	6B	335.4221868	5680	6B	202315903	5718
5A_76353128	6B	340.4499944	5681	5A	76353128	3946
6B_200943910	6B	340.4499944	5682	6B	200943910	5703
6B_201081035	6B	340.4499944	5683	6B	201081035	5707
6B_202191908	6B	340.4499944	5684	6B	202191908	5717
